Molecule,Natty (CCSD_T_DZ),Ref - Nat (CCSD_T_DZ),Ref (CCSD_T_TZ),Red (CCSD_T_DZ),Ref - Red (CCSD_T_DZ),Nat - Red CCSD_T_DZ,"Natty (B3LYP_6-31G_2df,p_)","Ref - Nat (B3LYP_6-31G_2df,p_)","Red (B3LYP_6-31G_2df,p_)","Ref - Red (B3LYP_6-31G_2df,p_)","Nat - Red B3LYP_6-31G_2df,p_"
Cyclobutane (1.88) mode 15,1254.46,0.38,1254.84,1254.84,0.00,-0.38,1255.31,-0.47,1258.03,-3.18,-2.71
Cyclobutane (1.88) mode 16,1258.59,0.66,1259.24,1258.51,0.74,0.09,1258.75,0.50,1259.19,0.05,-0.44
Cyclobutane (1.88) mode 17,1287.63,0.74,1288.37,1288.05,0.32,-0.42,1288.00,0.37,1283.82,4.55,4.18
Cyclobutane (1.88) mode 18,1287.96,0.41,1288.37,1288.06,0.31,-0.10,1288.20,0.17,1286.24,2.14,1.96
Cyclobutane (1.88) mode 19,1486.34,0.18,1486.52,1486.21,0.32,0.14,1486.47,0.05,1485.66,0.86,0.81
Cyclobutane (1.88) mode 20,1486.65,-0.12,1486.52,1486.33,0.19,0.32,1486.51,0.01,1485.79,0.73,0.72
Cyclobutane (1.88) mode 21,1493.19,0.29,1493.48,1493.62,-0.14,-0.42,1493.29,0.19,1493.42,0.06,-0.13
Cyclobutane (1.88) mode 22,1526.01,0.17,1526.19,1526.07,0.11,-0.06,1525.95,0.23,1526.13,0.06,-0.18
Cyclobutane (1.88) mode 23,3057.87,0.21,3058.08,3058.00,0.08,-0.13,3057.61,0.48,3058.52,-0.44,-0.92
Cyclobutane (1.88) mode 24,3058.78,0.01,3058.79,3058.69,0.09,0.08,3058.74,0.05,3058.61,0.18,0.13
Cyclobutane (1.88) mode 25,3059.02,-0.24,3058.79,3058.86,-0.08,0.16,3059.31,-0.52,3060.76,-1.97,-1.45
Cyclobutane (1.88) mode 26,3063.58,-0.20,3063.38,3063.75,-0.37,-0.17,3063.34,0.03,3061.18,2.20,2.17
Cyclobutane (1.88) mode 27,3104.51,0.34,3104.84,3104.55,0.29,-0.05,3104.83,0.01,3104.79,0.06,0.04
Cyclobutane (1.88) mode 28,3115.36,0.27,3115.63,3115.56,0.07,-0.20,3115.63,-0.00,3115.37,0.26,0.26
Cyclobutane (1.88) mode 29,3115.91,-0.27,3115.63,3115.61,0.02,0.29,3115.66,-0.02,3115.58,0.05,0.07
Cyclobutane (1.88) mode 30,3131.29,-0.01,3131.28,3131.30,-0.02,-0.01,3131.17,0.11,3131.43,-0.16,-0.27
CH2C_CH3x2 (1.89) mode 1,161.04,-0.01,161.02,161.04,-0.02,-0.01,161.17,-0.15,161.16,-0.13,0.01
CH2C_CH3x2 (1.89) mode 2,206.84,-0.79,206.05,206.32,-0.27,0.52,206.25,-0.20,206.25,-0.21,-0.00
CH2C_CH3x2 (1.89) mode 3,368.54,-0.06,368.49,368.52,-0.03,0.03,368.53,-0.04,368.55,-0.06,-0.02
CH2C_CH3x2 (1.89) mode 4,424.47,-0.11,424.36,424.29,0.07,0.17,424.50,-0.14,424.48,-0.12,0.02
CH2C_CH3x2 (1.89) mode 5,426.67,-0.29,426.37,426.44,-0.06,0.23,426.40,-0.03,426.40,-0.02,0.01
CH2C_CH3x2 (1.89) mode 6,702.97,-0.00,702.97,702.98,-0.01,-0.01,703.02,-0.05,703.00,-0.03,0.02
CH2C_CH3x2 (1.89) mode 7,818.82,-0.13,818.69,818.81,-0.12,0.01,818.96,-0.27,818.96,-0.27,0.00
CH2C_CH3x2 (1.89) mode 8,905.33,-0.09,905.25,905.29,-0.04,0.04,905.26,-0.01,905.24,0.01,0.02
CH2C_CH3x2 (1.89) mode 9,964.25,-0.68,963.57,964.24,-0.67,0.01,965.69,-2.12,966.60,-3.03,-0.92
CH2C_CH3x2 (1.89) mode 10,988.40,-0.15,988.25,988.41,-0.16,-0.00,986.94,1.31,986.13,2.12,0.81
CH2C_CH3x2 (1.89) mode 11,1019.80,-0.04,1019.76,1019.80,-0.04,0.01,1019.74,0.02,1019.88,-0.12,-0.14
CH2C_CH3x2 (1.89) mode 12,1081.81,-0.42,1081.39,1081.75,-0.36,0.06,1081.43,-0.04,1081.54,-0.14,-0.10
CH2C_CH3x2 (1.89) mode 13,1103.06,0.20,1103.26,1103.26,-0.01,-0.20,1103.19,0.07,1103.31,-0.05,-0.12
CH2C_CH3x2 (1.89) mode 14,1306.25,-0.26,1305.99,1307.03,-1.04,-0.78,1306.95,-0.96,1306.70,-0.71,0.25
CH2C_CH3x2 (1.89) mode 15,1410.37,0.06,1410.35,1410.35,0.00,0.03,1410.76,-0.33,1410.67,-0.31,0.09
CH2C_CH3x2 (1.89) mode 16,1413.62,0.72,1414.34,1412.92,1.42,0.69,1413.28,1.06,1413.44,0.89,-0.17
CH2C_CH3x2 (1.89) mode 17,1448.39,-0.86,1447.58,1448.38,-0.80,0.00,1447.50,0.03,1447.54,0.04,-0.04
CH2C_CH3x2 (1.89) mode 18,1478.45,-0.04,1478.41,1478.44,-0.04,0.01,1478.40,0.01,1478.31,0.10,0.09
CH2C_CH3x2 (1.89) mode 19,1491.30,-0.04,1491.26,1491.29,-0.03,0.01,1491.05,0.21,1491.02,0.24,0.02
CH2C_CH3x2 (1.89) mode 20,1495.12,-0.02,1495.10,1495.08,0.02,0.04,1495.09,0.01,1495.03,0.07,0.07
CH2C_CH3x2 (1.89) mode 21,1506.74,0.12,1506.90,1506.95,-0.05,-0.20,1506.84,0.03,1506.83,0.07,0.01
CH2C_CH3x2 (1.89) mode 22,1709.77,0.80,1710.57,1709.77,0.80,0.00,1710.29,0.28,1710.31,0.26,-0.02
CH2C_CH3x2 (1.89) mode 23,3020.56,-0.04,3020.52,3020.54,-0.02,0.01,3020.48,0.04,3020.48,0.04,0.01
CH2C_CH3x2 (1.89) mode 24,3024.25,-0.04,3024.22,3024.28,-0.07,-0.03,3024.17,0.04,3024.19,0.02,-0.02
CH2C_CH3x2 (1.89) mode 25,3077.58,0.07,3077.66,3077.62,0.03,-0.04,3077.57,0.08,3077.61,0.05,-0.04
CH2C_CH3x2 (1.89) mode 26,3079.66,0.10,3079.75,3079.72,0.03,-0.06,3079.72,0.03,3079.79,-0.04,-0.07
CH2C_CH3x2 (1.89) mode 27,3119.39,0.07,3119.46,3119.31,0.15,0.09,3119.45,0.01,3119.35,0.12,0.11
CH2C_CH3x2 (1.89) mode 28,3121.40,0.05,3121.46,3121.43,0.03,-0.03,3121.56,-0.11,3121.50,-0.04,0.07
CH2C_CH3x2 (1.89) mode 29,3140.80,-0.02,3140.78,3140.72,0.06,0.08,3140.76,0.02,3140.82,-0.04,-0.05
CH2C_CH3x2 (1.89) mode 30,3226.11,0.00,3226.12,3226.12,-0.01,-0.01,3226.12,-0.00,3226.12,-0.00,-0.00
CHCHCHCHNH (1.90) mode 1,442.28,-0.40,441.88,442.33,-0.45,-0.04,442.05,-0.17,442.03,-0.15,0.02
CHCHCHCHNH (1.90) mode 2,615.99,-0.37,615.62,616.03,-0.41,-0.04,615.74,-0.12,615.74,-0.13,-0.01
CHCHCHCHNH (1.90) mode 3,634.14,0.09,634.23,634.12,0.11,0.03,634.50,-0.28,634.55,-0.32,-0.05
CHCHCHCHNH (1.90) mode 4,689.52,-0.01,689.51,689.50,0.00,0.01,689.56,-0.06,689.65,-0.14,-0.08
CHCHCHCHNH (1.90) mode 5,732.18,-0.01,732.17,732.10,0.07,0.08,732.11,0.06,732.29,-0.12,-0.18
CHCHCHCHNH (1.90) mode 6,825.02,0.16,825.18,825.08,0.10,-0.07,824.92,0.25,824.74,0.44,0.19
CHCHCHCHNH (1.90) mode 7,854.52,0.28,854.80,854.51,0.29,0.02,854.66,0.14,854.23,0.56,0.43
CHCHCHCHNH (1.90) mode 8,868.78,-0.09,868.69,868.79,-0.10,-0.01,868.70,-0.01,869.11,-0.42,-0.41
CHCHCHCHNH (1.90) mode 9,889.71,-0.11,889.60,889.71,-0.11,0.00,889.75,-0.15,889.75,-0.15,0.00
CHCHCHCHNH (1.90) mode 10,1033.98,-1.01,1032.96,1033.96,-1.00,0.01,1033.07,-0.11,1033.06,-0.10,0.01
CHCHCHCHNH (1.90) mode 11,1066.93,-0.94,1065.99,1066.93,-0.94,0.00,1066.14,-0.15,1066.19,-0.20,-0.05
CHCHCHCHNH (1.90) mode 12,1096.73,-1.89,1094.84,1096.75,-1.90,-0.01,1094.83,0.01,1094.84,0.01,-0.00
CHCHCHCHNH (1.90) mode 13,1159.91,-0.40,1159.51,1159.91,-0.40,0.00,1159.54,-0.03,1159.45,0.06,0.09
CHCHCHCHNH (1.90) mode 14,1166.54,0.69,1167.23,1166.53,0.70,0.01,1167.30,-0.08,1167.31,-0.08,-0.01
CHCHCHCHNH (1.90) mode 15,1310.78,-0.35,1310.43,1310.77,-0.34,0.00,1310.60,-0.17,1310.58,-0.15,0.02
CHCHCHCHNH (1.90) mode 16,1425.05,-1.89,1423.16,1425.09,-1.93,-0.04,1423.48,-0.32,1423.48,-0.32,0.00
CHCHCHCHNH (1.90) mode 17,1466.34,-0.74,1465.60,1466.32,-0.72,0.02,1465.71,-0.11,1465.60,-0.00,0.11
CHCHCHCHNH (1.90) mode 18,1505.53,3.35,1508.88,1505.50,3.38,0.03,1508.42,0.46,1508.41,0.47,0.01
CHCHCHCHNH (1.90) mode 19,1570.82,1.94,1572.76,1570.83,1.93,-0.02,1572.44,0.32,1572.57,0.19,-0.12
CHCHCHCHNH (1.90) mode 20,3246.81,0.06,3246.88,3246.79,0.09,0.03,3246.87,0.01,3246.92,-0.04,-0.05
CHCHCHCHNH (1.90) mode 21,3257.77,-0.03,3257.75,3257.83,-0.09,-0.06,3257.80,-0.05,3257.78,-0.03,0.02
CHCHCHCHNH (1.90) mode 22,3272.08,0.05,3272.13,3272.12,0.01,-0.04,3272.11,0.01,3272.07,0.06,0.04
CHCHCHCHNH (1.90) mode 23,3279.17,-0.07,3279.10,3279.10,-0.00,0.07,3279.02,0.07,3279.04,0.05,-0.02
CHCHCHCHNH (1.90) mode 24,3700.44,0.00,3700.44,3700.43,0.01,0.01,3700.44,-0.00,3700.44,0.00,0.00
CHCHCHCHCHN (1.91) mode 1,378.45,-0.01,378.44,378.45,-0.01,0.00,378.50,-0.06,378.50,-0.06,0.01
CHCHCHCHCHN (1.91) mode 2,409.43,-0.21,409.22,409.42,-0.21,0.01,409.25,-0.04,409.26,-0.04,-0.00
CHCHCHCHCHN (1.91) mode 3,603.41,-0.10,603.31,603.41,-0.10,-0.00,603.39,-0.08,603.39,-0.08,0.00
CHCHCHCHCHN (1.91) mode 4,657.09,-0.11,656.98,657.09,-0.11,0.00,657.00,-0.02,657.01,-0.03,-0.01
CHCHCHCHCHN (1.91) mode 5,714.35,-2.46,711.89,714.36,-2.47,-0.01,712.01,-0.12,712.02,-0.13,-0.01
CHCHCHCHCHN (1.91) mode 6,751.59,1.57,753.17,751.57,1.60,0.03,753.19,-0.03,753.17,-0.01,0.02
CHCHCHCHCHN (1.91) mode 7,890.79,-0.00,890.79,890.80,-0.01,-0.01,890.82,-0.02,890.84,-0.05,-0.02
CHCHCHCHCHN (1.91) mode 8,953.66,-0.02,953.64,953.61,0.03,0.06,953.62,0.02,953.63,0.01,-0.01
CHCHCHCHCHN (1.91) mode 9,995.10,0.01,995.11,995.10,0.01,0.01,995.06,0.05,994.99,0.12,0.07
CHCHCHCHCHN (1.91) mode 10,996.18,0.68,996.87,996.25,0.61,-0.07,996.75,0.12,996.07,0.79,0.67
CHCHCHCHCHN (1.91) mode 11,1005.85,-4.61,1001.24,1005.85,-4.61,-0.00,1001.55,-0.31,1002.27,-1.03,-0.73
CHCHCHCHCHN (1.91) mode 12,1039.90,3.24,1043.14,1039.89,3.25,0.01,1042.99,0.15,1042.98,0.16,0.00
CHCHCHCHCHN (1.91) mode 13,1072.00,-0.66,1071.35,1072.00,-0.65,0.00,1071.42,-0.07,1071.44,-0.09,-0.02
CHCHCHCHCHN (1.91) mode 14,1087.49,0.36,1087.86,1087.50,0.35,-0.01,1087.86,-0.00,1087.86,-0.00,0.00
CHCHCHCHCHN (1.91) mode 15,1161.32,-2.50,1158.82,1161.33,-2.51,-0.01,1159.58,-0.76,1159.56,-0.74,0.02
CHCHCHCHCHN (1.91) mode 16,1237.22,-0.50,1236.72,1237.22,-0.50,0.00,1236.75,-0.03,1236.75,-0.03,-0.00
CHCHCHCHCHN (1.91) mode 17,1267.33,-0.39,1266.95,1267.33,-0.38,0.00,1266.58,0.37,1266.62,0.33,-0.04
CHCHCHCHCHN (1.91) mode 18,1377.87,1.34,1379.21,1377.86,1.34,0.00,1379.09,0.12,1379.08,0.12,0.01
CHCHCHCHCHN (1.91) mode 19,1463.64,1.02,1464.66,1463.64,1.01,-0.01,1464.55,0.11,1464.54,0.12,0.01
CHCHCHCHCHN (1.91) mode 20,1509.64,0.48,1510.12,1509.64,0.48,0.00,1510.07,0.05,1510.07,0.04,-0.00
CHCHCHCHCHN (1.91) mode 21,1617.93,0.50,1618.43,1617.93,0.50,0.00,1618.44,-0.01,1618.42,0.01,0.02
CHCHCHCHCHN (1.91) mode 22,1629.82,0.47,1630.29,1629.82,0.47,0.00,1630.26,0.04,1630.28,0.02,-0.02
CHCHCHCHCHN (1.91) mode 23,3168.41,0.01,3168.42,3168.38,0.04,0.03,3168.45,-0.03,3168.36,0.06,0.09
CHCHCHCHCHN (1.91) mode 24,3169.81,0.03,3169.83,3169.82,0.01,-0.02,3169.85,-0.01,3169.91,-0.07,-0.06
CHCHCHCHCHN (1.91) mode 25,3187.60,-0.03,3187.57,3187.58,-0.01,0.02,3187.49,0.07,3187.42,0.14,0.07
CHCHCHCHCHN (1.91) mode 26,3204.49,0.00,3204.49,3204.41,0.08,0.08,3204.48,0.01,3204.52,-0.03,-0.04
CHCHCHCHCHN (1.91) mode 27,3212.84,0.01,3212.85,3212.96,-0.10,-0.11,3212.82,0.03,3212.88,-0.02,-0.06
SO2 (1.92) mode 1,519.25,-0.00,519.25,519.25,-0.00,-0.00,519.25,-0.00,519.25,-0.00,-0.00
SO2 (1.92) mode 2,1169.10,0.00,1169.10,1169.10,0.00,0.00,1169.10,0.00,1169.10,0.00,0.00
SO2 (1.92) mode 3,1388.91,0.00,1388.91,1388.91,-0.00,-0.00,1388.91,0.00,1388.91,0.00,-0.00
H2S (1.93) mode 1,1209.66,-0.01,1209.65,1209.66,-0.01,0.00,1209.65,-0.00,1209.65,-0.00,0.00
H2S (1.93) mode 2,2722.07,0.01,2722.07,2722.07,0.01,0.00,2722.07,0.00,2722.07,0.00,0.00
H2S (1.93) mode 3,2736.76,0.00,2736.76,2736.76,0.00,-0.00,2736.76,0.00,2736.76,0.00,0.00
SCO (1.95) mode 1,523.09,-0.00,523.09,523.09,-0.00,0.00,523.09,-0.00,523.09,-0.00,0.00
SCO (1.95) mode 2,523.09,0.00,523.09,523.09,0.00,-0.00,523.09,0.00,523.09,0.00,-0.00
SCO (1.95) mode 3,869.16,-0.07,869.09,869.16,-0.07,-0.00,869.15,-0.06,869.15,-0.06,0.00
SCO (1.95) mode 4,2091.65,0.03,2091.68,2091.65,0.03,0.00,2091.65,0.03,2091.65,0.03,-0.00
H2CSCH2 (1.96) mode 1,641.34,-0.38,640.95,641.36,-0.41,-0.03,640.98,-0.02,641.02,-0.07,-0.04
H2CSCH2 (1.96) mode 2,679.85,-0.03,679.82,679.83,-0.01,0.02,679.87,-0.05,679.85,-0.03,0.02
H2CSCH2 (1.96) mode 3,833.34,-0.07,833.27,833.30,-0.03,0.04,833.30,-0.03,833.80,-0.53,-0.51
H2CSCH2 (1.96) mode 4,904.39,-0.03,904.36,904.40,-0.03,-0.00,904.41,-0.04,904.68,-0.31,-0.27
H2CSCH2 (1.96) mode 5,962.69,0.02,962.71,962.72,-0.01,-0.03,962.70,0.01,962.27,0.44,0.43
H2CSCH2 (1.96) mode 6,1048.56,-0.03,1048.53,1048.58,-0.05,-0.02,1048.72,-0.19,1048.59,-0.06,0.13
H2CSCH2 (1.96) mode 7,1073.82,0.02,1073.84,1073.86,-0.02,-0.03,1073.87,-0.03,1073.88,-0.04,-0.01
H2CSCH2 (1.96) mode 8,1140.25,-0.32,1139.93,1140.32,-0.40,-0.07,1139.90,0.03,1140.02,-0.09,-0.12
H2CSCH2 (1.96) mode 9,1198.60,0.00,1198.60,1198.60,0.00,0.00,1198.58,0.02,1198.39,0.21,0.19
H2CSCH2 (1.96) mode 10,1477.31,-0.00,1477.31,1477.30,0.01,0.01,1477.30,0.01,1477.31,0.01,-0.01
H2CSCH2 (1.96) mode 11,1502.18,0.39,1502.57,1502.10,0.47,0.08,1502.53,0.04,1502.52,0.05,0.01
H2CSCH2 (1.96) mode 12,3139.04,0.01,3139.04,3139.03,0.01,0.00,3139.01,0.04,3139.03,0.01,-0.03
H2CSCH2 (1.96) mode 13,3142.67,0.01,3142.69,3142.68,0.01,-0.00,3142.61,0.08,3142.65,0.03,-0.04
H2CSCH2 (1.96) mode 14,3224.34,0.01,3224.34,3224.23,0.11,0.10,3224.40,-0.06,3224.33,0.01,0.07
H2CSCH2 (1.96) mode 15,3238.00,0.01,3238.02,3238.11,-0.09,-0.11,3238.01,0.01,3238.01,0.01,-0.00
H3CSCH3 (1.97) mode 1,174.72,-0.01,174.71,174.72,-0.01,-0.00,174.83,-0.12,174.85,-0.14,-0.02
H3CSCH3 (1.97) mode 2,186.18,-0.03,186.14,186.18,-0.03,0.00,186.24,-0.10,186.21,-0.07,0.03
H3CSCH3 (1.97) mode 3,262.35,-0.02,262.33,262.35,-0.02,-0.00,262.36,-0.03,262.36,-0.03,-0.01
H3CSCH3 (1.97) mode 4,708.52,-0.07,708.45,708.52,-0.07,0.00,708.56,-0.11,708.57,-0.12,-0.01
H3CSCH3 (1.97) mode 5,762.19,-0.06,762.13,762.19,-0.06,0.01,762.27,-0.14,762.29,-0.16,-0.01
H3CSCH3 (1.97) mode 6,911.70,-0.09,911.61,911.74,-0.13,-0.04,911.74,-0.13,911.80,-0.19,-0.05
H3CSCH3 (1.97) mode 7,954.00,-0.06,953.94,954.01,-0.07,-0.01,954.01,-0.07,954.02,-0.08,-0.01
H3CSCH3 (1.97) mode 8,990.30,-0.05,990.25,990.31,-0.06,-0.01,990.31,-0.06,990.32,-0.07,-0.01
H3CSCH3 (1.97) mode 9,1050.59,-0.09,1050.49,1050.63,-0.14,-0.04,1050.58,-0.09,1050.63,-0.14,-0.05
H3CSCH3 (1.97) mode 10,1343.76,-0.02,1343.74,1343.75,-0.01,0.01,1343.75,-0.01,1343.76,-0.02,-0.01
H3CSCH3 (1.97) mode 11,1368.14,-0.01,1368.13,1368.12,0.01,0.02,1368.14,-0.01,1368.15,-0.02,-0.01
H3CSCH3 (1.97) mode 12,1469.61,-0.00,1469.61,1469.63,-0.03,-0.02,1469.59,0.01,1469.59,0.02,0.00
H3CSCH3 (1.97) mode 13,1478.70,-0.08,1478.62,1478.64,-0.02,0.06,1478.61,0.01,1478.60,0.02,0.01
H3CSCH3 (1.97) mode 14,1486.50,-0.02,1486.48,1486.50,-0.03,-0.01,1486.42,0.06,1486.37,0.11,0.05
H3CSCH3 (1.97) mode 15,1494.04,-0.01,1494.03,1494.04,-0.02,-0.00,1494.00,0.03,1493.95,0.07,0.05
H3CSCH3 (1.97) mode 16,3034.94,-0.04,3034.90,3034.94,-0.04,0.00,3034.87,0.03,3034.87,0.03,-0.00
H3CSCH3 (1.97) mode 17,3038.77,-0.05,3038.72,3038.78,-0.06,-0.00,3038.69,0.03,3038.69,0.03,-0.00
H3CSCH3 (1.97) mode 18,3113.42,0.03,3113.45,3113.41,0.04,0.01,3113.44,0.01,3113.43,0.02,0.01
H3CSCH3 (1.97) mode 19,3120.90,0.04,3120.93,3120.90,0.04,0.00,3120.91,0.02,3120.91,0.02,0.00
H3CSCH3 (1.97) mode 20,3138.63,0.08,3138.71,3138.61,0.10,0.02,3138.71,0.00,3138.69,0.02,0.02
H3CSCH3 (1.97) mode 21,3139.24,0.14,3139.38,3139.27,0.11,-0.03,3139.34,0.04,3139.36,0.02,-0.02
EtSH (1.98) mode 1,177.66,-0.26,177.40,177.63,-0.23,0.02,177.47,-0.07,177.50,-0.11,-0.03
EtSH (1.98) mode 2,252.83,0.10,252.94,252.84,0.10,-0.00,252.95,-0.01,252.94,0.00,0.01
EtSH (1.98) mode 3,301.97,-0.03,301.94,301.96,-0.02,0.01,302.03,-0.09,302.05,-0.11,-0.02
EtSH (1.98) mode 4,687.11,-0.03,687.08,687.11,-0.03,-0.00,687.30,-0.22,687.33,-0.24,-0.02
EtSH (1.98) mode 5,789.94,-0.05,789.87,789.98,-0.11,-0.04,789.99,-0.10,789.89,-0.02,0.10
EtSH (1.98) mode 6,864.16,-0.21,863.95,864.15,-0.20,0.01,864.24,-0.29,864.30,-0.35,-0.07
EtSH (1.98) mode 7,1002.50,-0.73,1001.77,1002.48,-0.71,0.02,1002.12,-0.35,1002.05,-0.28,0.07
EtSH (1.98) mode 8,1046.67,-0.03,1046.67,1046.65,0.02,0.02,1046.71,-0.07,1046.93,-0.26,-0.22
EtSH (1.98) mode 9,1115.87,0.21,1116.09,1115.93,0.16,-0.05,1115.89,0.20,1115.98,0.10,-0.09
EtSH (1.98) mode 10,1271.86,0.01,1271.85,1271.85,-0.00,0.01,1271.79,0.07,1271.69,0.16,0.10
EtSH (1.98) mode 11,1302.26,-0.06,1302.20,1302.25,-0.06,0.01,1302.15,0.05,1302.06,0.13,0.09
EtSH (1.98) mode 12,1413.35,0.26,1413.61,1413.43,0.18,-0.08,1413.46,0.15,1413.51,0.10,-0.05
EtSH (1.98) mode 13,1496.26,0.14,1496.40,1496.37,0.03,-0.11,1496.40,-0.00,1496.52,-0.12,-0.12
EtSH (1.98) mode 14,1500.23,-0.03,1500.20,1500.23,-0.03,-0.00,1500.16,0.04,1500.22,-0.01,-0.06
EtSH (1.98) mode 15,1510.06,-0.05,1510.01,1509.86,0.15,0.20,1509.97,0.05,1509.75,0.26,0.21
EtSH (1.98) mode 16,2709.33,-0.00,2709.33,2709.33,0.00,0.00,2709.32,0.01,2709.32,0.01,-0.00
EtSH (1.98) mode 17,3040.64,-0.06,3040.58,3040.65,-0.06,-0.00,3040.59,-0.01,3040.60,-0.01,-0.00
EtSH (1.98) mode 18,3068.13,0.03,3068.16,3068.14,0.02,-0.01,3068.12,0.04,3068.13,0.04,-0.01
EtSH (1.98) mode 19,3107.11,-0.05,3107.06,3107.10,-0.04,0.01,3107.05,0.01,3107.01,0.05,0.04
EtSH (1.98) mode 20,3118.03,0.12,3118.15,3117.95,0.20,0.08,3118.14,0.02,3118.18,-0.03,-0.04
EtSH (1.98) mode 21,3129.68,0.08,3129.76,3129.76,0.00,-0.08,3129.77,-0.01,3129.74,0.02,0.02
DMSO (1.99) mode 1,179.83,-0.56,179.27,179.79,-0.53,0.04,179.38,-0.11,179.38,-0.11,-0.00
DMSO (1.99) mode 2,239.53,-0.65,238.88,239.52,-0.64,0.01,239.37,-0.49,239.33,-0.45,0.04
DMSO (1.99) mode 3,290.61,-0.17,290.44,290.70,-0.26,-0.09,290.56,-0.12,290.46,-0.02,0.10
DMSO (1.99) mode 4,314.56,-0.00,314.56,314.56,-0.00,-0.00,314.59,-0.03,314.59,-0.03,0.01
DMSO (1.99) mode 5,368.38,0.18,368.56,368.36,0.21,0.03,368.25,0.31,368.38,0.19,-0.13
DMSO (1.99) mode 6,669.39,-0.11,669.27,669.38,-0.11,0.01,669.37,-0.10,669.38,-0.11,-0.01
DMSO (1.99) mode 7,693.89,-0.14,693.75,693.89,-0.14,0.01,693.89,-0.14,693.91,-0.16,-0.02
DMSO (1.99) mode 8,886.38,-0.31,886.07,886.44,-0.37,-0.06,886.22,-0.15,886.52,-0.45,-0.30
DMSO (1.99) mode 9,924.11,0.02,924.12,924.30,-0.18,-0.19,924.20,-0.07,924.04,0.09,0.16
DMSO (1.99) mode 10,955.85,-0.15,955.70,955.81,-0.11,0.04,955.83,-0.13,955.89,-0.19,-0.06
DMSO (1.99) mode 11,1024.74,-0.10,1024.64,1025.02,-0.38,-0.28,1024.75,-0.11,1024.84,-0.20,-0.09
DMSO (1.99) mode 12,1134.09,-0.03,1134.06,1134.11,-0.05,-0.02,1134.08,-0.01,1134.06,0.00,0.02
DMSO (1.99) mode 13,1315.04,0.01,1315.06,1315.14,-0.08,-0.10,1315.17,-0.12,1315.21,-0.15,-0.03
DMSO (1.99) mode 14,1337.37,0.00,1337.37,1337.50,-0.13,-0.13,1337.49,-0.12,1337.54,-0.16,-0.05
DMSO (1.99) mode 15,1446.96,0.02,1446.99,1446.84,0.15,0.12,1446.92,0.06,1446.86,0.13,0.06
DMSO (1.99) mode 16,1460.70,0.20,1460.90,1460.65,0.24,0.04,1460.83,0.07,1460.71,0.19,0.12
DMSO (1.99) mode 17,1464.06,-0.12,1463.94,1463.85,0.09,0.21,1463.88,0.06,1463.86,0.09,0.02
DMSO (1.99) mode 18,1482.85,0.01,1482.86,1482.69,0.17,0.16,1482.80,0.06,1482.75,0.10,0.04
DMSO (1.99) mode 19,3039.50,-0.02,3039.48,3039.50,-0.01,0.01,3039.44,0.05,3039.42,0.06,0.01
DMSO (1.99) mode 20,3041.30,-0.04,3041.26,3041.31,-0.04,-0.00,3041.19,0.07,3041.20,0.06,-0.01
DMSO (1.99) mode 21,3141.12,-0.02,3141.10,3141.13,-0.02,-0.00,3141.15,-0.05,3141.11,-0.01,0.04
DMSO (1.99) mode 22,3145.69,-0.03,3145.65,3145.68,-0.03,0.01,3145.66,-0.00,3145.65,0.01,0.01
DMSO (1.99) mode 23,3152.14,0.15,3152.29,3152.13,0.17,0.01,3152.24,0.05,3152.24,0.05,-0.00
DMSO (1.99) mode 24,3153.34,0.18,3153.52,3153.35,0.17,-0.01,3153.46,0.07,3153.50,0.02,-0.05
CHCHCHCHS (1.100) mode 1,453.28,-0.03,453.25,453.29,-0.04,-0.01,453.26,-0.01,453.26,-0.01,-0.00
CHCHCHCHS (1.100) mode 2,565.78,-0.26,565.53,565.85,-0.32,-0.06,565.65,-0.13,565.69,-0.17,-0.04
CHCHCHCHS (1.100) mode 3,610.04,-0.11,609.94,610.06,-0.13,-0.02,610.03,-0.09,610.04,-0.10,-0.01
CHCHCHCHS (1.100) mode 4,688.05,0.00,688.05,688.11,-0.05,-0.05,688.07,-0.02,688.15,-0.10,-0.08
CHCHCHCHS (1.100) mode 5,725.76,-0.00,725.76,725.86,-0.10,-0.10,725.76,-0.00,725.96,-0.20,-0.20
CHCHCHCHS (1.100) mode 6,759.24,-0.36,758.88,759.25,-0.37,-0.01,759.28,-0.40,759.32,-0.44,-0.04
CHCHCHCHS (1.100) mode 7,845.77,-0.28,845.49,845.76,-0.26,0.02,845.58,-0.08,845.55,-0.06,0.03
CHCHCHCHS (1.100) mode 8,875.49,0.02,875.51,875.41,0.10,0.09,875.49,0.02,874.72,0.79,0.77
CHCHCHCHS (1.100) mode 9,878.10,0.18,878.28,878.10,0.18,0.00,878.13,0.15,878.72,-0.44,-0.60
CHCHCHCHS (1.100) mode 10,902.43,0.16,902.59,902.35,0.24,0.08,902.50,0.09,902.40,0.19,0.10
CHCHCHCHS (1.100) mode 11,1052.61,-1.01,1051.60,1052.59,-0.99,0.02,1051.76,-0.17,1051.76,-0.17,-0.00
CHCHCHCHS (1.100) mode 12,1098.50,-0.24,1098.26,1098.51,-0.25,-0.01,1098.26,0.00,1098.26,-0.00,-0.01
CHCHCHCHS (1.100) mode 13,1101.29,-0.43,1100.85,1101.30,-0.44,-0.01,1100.95,-0.10,1100.95,-0.10,0.00
